x,y,z,type
63.0,39.0,0.0,3
63.0,49.0,0.0,3
63.0,51.0,0.0,3
63.0,53.0,0.0,3
63.0,58.0,0.0,3
63.0,60.0,0.0,3
63.0,64.0,0.0,3
64.0,5.0,0.0,3
64.0,11.0,0.0,3
64.0,12.0,0.0,3
64.0,13.0,0.0,3
64.0,28.0,0.0,3
64.0,31.0,0.0,3
64.0,38.0,0.0,3
64.0,43.0,0.0,3
64.0,45.0,0.0,3
64.0,46.0,0.0,3
64.0,48.0,0.0,3
64.0,52.0,0.0,3
64.0,55.0,0.0,3
64.0,57.0,0.0,3
64.0,61.0,0.0,3
64.0,63.0,0.0,3
64.0,65.0,0.0,3
65.0,4.0,0.0,3
65.0,9.0,0.0,3
65.0,10.0,0.0,3
65.0,24.0,0.0,3
65.0,26.0,0.0,3
65.0,36.0,0.0,3
65.0,54.0,0.0,3
65.0,56.0,0.0,3
65.0,58.0,0.0,3
65.0,66.0,0.0,3
66.0,8.0,0.0,3
66.0,13.0,0.0,3
66.0,23.0,0.0,3
66.0,29.0,0.0,3
66.0,30.0,0.0,3
66.0,38.0,0.0,3
66.0,40.0,0.0,3
66.0,45.0,0.0,3
66.0,48.0,0.0,3
66.0,59.0,0.0,3
66.0,63.0,0.0,3
66.0,64.0,0.0,3
66.0,65.0,0.0,3
67.0,5.0,0.0,3
67.0,6.0,0.0,3
67.0,7.0,0.0,3
67.0,12.0,0.0,3
67.0,15.0,0.0,3
67.0,17.0,0.0,3
67.0,27.0,0.0,3
67.0,37.0,0.0,3
67.0,39.0,0.0,3
67.0,41.0,0.0,3
67.0,55.0,0.0,3
68.0,13.0,0.0,3
68.0,18.0,0.0,3
68.0,24.0,0.0,3
68.0,25.0,0.0,3
68.0,26.0,0.0,3
68.0,36.0,0.0,3
68.0,40.0,0.0,3
68.0,46.0,0.0,3
68.0,47.0,0.0,3
68.0,59.0,0.0,3
68.0,61.0,0.0,3
68.0,62.0,0.0,3
68.0,63.0,0.0,3
1.0,3.0,0.0,3
1.0,5.0,0.0,3
1.0,7.0,0.0,3
1.0,16.0,0.0,3
1.0,30.0,0.0,3
1.0,31.0,0.0,3
2.0,2.0,0.0,3
2.0,4.0,0.0,3
2.0,13.0,0.0,3
3.0,1.0,0.0,3
3.0,12.0,0.0,3
3.0,14.0,0.0,3
3.0,19.0,0.0,3
3.0,22.0,0.0,3
4.0,2.0,0.0,3
4.0,18.0,0.0,3
4.0,20.0,0.0,3
4.0,23.0,0.0,3
5.0,12.0,0.0,3
5.0,21.0,0.0,3
5.0,24.0,0.0,3
6.0,14.0,0.0,3
6.0,15.0,0.0,3
7.0,13.0,0.0,3
7.0,26.0,0.0,3
7.0,31.0,0.0,3
8.0,23.0,0.0,3
8.0,25.0,0.0,3
8.0,27.0,0.0,3
8.0,28.0,0.0,3
8.0,30.0,0.0,3
8.0,32.0,0.0,3
9.0,20.0,0.0,3
9.0,22.0,0.0,3
9.0,24.0,0.0,3
10.0,12.0,0.0,3
10.0,19.0,0.0,3
10.0,21.0,0.0,3
10.0,25.0,0.0,3
10.0,28.0,0.0,3
10.0,29.0,0.0,3
11.0,11.0,0.0,3
11.0,13.0,0.0,3
11.0,22.0,0.0,3
11.0,33.0,0.0,3
12.0,2.0,0.0,3
12.0,16.0,0.0,3
12.0,23.0,0.0,3
12.0,30.0,0.0,3
12.0,32.0,0.0,3
13.0,11.0,0.0,3
13.0,17.0,0.0,3
13.0,19.0,0.0,3
13.0,20.0,0.0,3
13.0,22.0,0.0,3
13.0,24.0,0.0,3
14.0,2.0,0.0,3
14.0,10.0,0.0,3
14.0,12.0,0.0,3
14.0,16.0,0.0,3
14.0,18.0,0.0,3
14.0,21.0,0.0,3
14.0,26.0,0.0,3
14.0,27.0,0.0,3
14.0,30.0,0.0,3
14.0,32.0,0.0,3
15.0,9.0,0.0,3
15.0,19.0,0.0,3
15.0,25.0,0.0,3
15.0,31.0,0.0,3
16.0,8.0,0.0,3
16.0,22.0,0.0,3
16.0,23.0,0.0,3
16.0,27.0,0.0,3
16.0,30.0,0.0,3
16.0,33.0,0.0,3
17.0,25.0,0.0,3
17.0,28.0,0.0,3
18.0,23.0,0.0,3
18.0,24.0,0.0,3
18.0,30.0,0.0,3
19.0,19.0,0.0,3
19.0,22.0,0.0,3
19.0,25.0,0.0,3
19.0,32.0,0.0,3
19.0,33.0,0.0,3
20.0,2.0,0.0,3
20.0,30.0,0.0,3
21.0,3.0,0.0,3
21.0,19.0,0.0,3
21.0,26.0,0.0,3
21.0,27.0,0.0,3
21.0,33.0,0.0,3
22.0,1.0,0.0,3
22.0,8.0,0.0,3
22.0,15.0,0.0,3
22.0,16.0,0.0,3
22.0,21.0,0.0,3
22.0,22.0,0.0,3
23.0,6.0,0.0,3
23.0,9.0,0.0,3
23.0,10.0,0.0,3
23.0,14.0,0.0,3
23.0,17.0,0.0,3
23.0,19.0,0.0,3
23.0,23.0,0.0,3
23.0,27.0,0.0,3
23.0,28.0,0.0,3
23.0,30.0,0.0,3
23.0,31.0,0.0,3
24.0,2.0,0.0,3
24.0,4.0,0.0,3
24.0,7.0,0.0,3
24.0,11.0,0.0,3
24.0,18.0,0.0,3
24.0,25.0,0.0,3
24.0,29.0,0.0,3
24.0,32.0,0.0,3
24.0,33.0,0.0,3
25.0,3.0,0.0,3
25.0,5.0,0.0,3
25.0,24.0,0.0,3
25.0,26.0,0.0,3
25.0,30.0,0.0,3
26.0,11.0,0.0,3
26.0,12.0,0.0,3
26.0,15.0,0.0,3
26.0,29.0,0.0,3
26.0,30.0,0.0,3
27.0,15.0,0.0,3
27.0,31.0,0.0,3
28.0,14.0,0.0,3
28.0,20.0,0.0,3
28.0,22.0,0.0,3
28.0,24.0,0.0,3
28.0,32.0,0.0,3
28.0,33.0,0.0,3
29.0,19.0,0.0,3
29.0,21.0,0.0,3
29.0,23.0,0.0,3
29.0,25.0,0.0,3
29.0,26.0,0.0,3
29.0,29.0,0.0,3
30.0,11.0,0.0,3
30.0,12.0,0.0,3
31.0,9.0,0.0,3
31.0,10.0,0.0,3
32.0,2.0,0.0,3
33.0,9.0,0.0,3
33.0,11.0,0.0,3
33.0,16.0,0.0,3
33.0,21.0,0.0,3
33.0,22.0,0.0,3
33.0,23.0,0.0,3
35.0,11.0,0.0,3
35.0,20.0,0.0,3
35.0,21.0,0.0,3
35.0,23.0,0.0,3
35.0,28.0,0.0,3
35.0,37.0,0.0,3
35.0,39.0,0.0,3
35.0,40.0,0.0,3
35.0,46.0,0.0,3
35.0,53.0,0.0,3
35.0,56.0,0.0,3
35.0,57.0,0.0,3
36.0,3.0,0.0,3
36.0,10.0,0.0,3
36.0,12.0,0.0,3
36.0,14.0,0.0,3
36.0,15.0,0.0,3
36.0,27.0,0.0,3
36.0,29.0,0.0,3
36.0,30.0,0.0,3
36.0,35.0,0.0,3
36.0,41.0,0.0,3
36.0,44.0,0.0,3
36.0,48.0,0.0,3
36.0,49.0,0.0,3
36.0,61.0,0.0,3
37.0,20.0,0.0,3
37.0,34.0,0.0,3
37.0,36.0,0.0,3
37.0,37.0,0.0,3
37.0,41.0,0.0,3
37.0,44.0,0.0,3
37.0,53.0,0.0,3
37.0,60.0,0.0,3
37.0,62.0,0.0,3
37.0,65.0,0.0,3
38.0,10.0,0.0,3
38.0,12.0,0.0,3
38.0,27.0,0.0,3
38.0,41.0,0.0,3
38.0,47.0,0.0,3
38.0,48.0,0.0,3
38.0,63.0,0.0,3
38.0,66.0,0.0,3
39.0,29.0,0.0,3
39.0,30.0,0.0,3
39.0,43.0,0.0,3
39.0,45.0,0.0,3
39.0,49.0,0.0,3
39.0,53.0,0.0,3
39.0,60.0,0.0,3
39.0,62.0,0.0,3
39.0,64.0,0.0,3
40.0,28.0,0.0,3
40.0,42.0,0.0,3
40.0,47.0,0.0,3
40.0,55.0,0.0,3
40.0,59.0,0.0,3
41.0,30.0,0.0,3
41.0,41.0,0.0,3
41.0,45.0,0.0,3
41.0,49.0,0.0,3
41.0,50.0,0.0,3
41.0,53.0,0.0,3
41.0,62.0,0.0,3
41.0,67.0,0.0,3
42.0,21.0,0.0,3
42.0,29.0,0.0,3
42.0,31.0,0.0,3
42.0,44.0,0.0,3
42.0,46.0,0.0,3
42.0,47.0,0.0,3
42.0,58.0,0.0,3
42.0,59.0,0.0,3
42.0,66.0,0.0,3
42.0,68.0,0.0,3
43.0,19.0,0.0,3
43.0,22.0,0.0,3
43.0,34.0,0.0,3
43.0,48.0,0.0,3
43.0,59.0,0.0,3
43.0,65.0,0.0,3
44.0,18.0,0.0,3
44.0,20.0,0.0,3
44.0,31.0,0.0,3
44.0,33.0,0.0,3
44.0,35.0,0.0,3
44.0,57.0,0.0,3
44.0,61.0,0.0,3
45.0,3.0,0.0,3
45.0,36.0,0.0,3
45.0,37.0,0.0,3
45.0,59.0,0.0,3
45.0,62.0,0.0,3
46.0,4.0,0.0,3
46.0,5.0,0.0,3
46.0,12.0,0.0,3
46.0,33.0,0.0,3
46.0,44.0,0.0,3
46.0,52.0,0.0,3
47.0,11.0,0.0,3
47.0,13.0,0.0,3
47.0,33.0,0.0,3
47.0,45.0,0.0,3
47.0,51.0,0.0,3
47.0,53.0,0.0,3
47.0,62.0,0.0,3
48.0,7.0,0.0,3
48.0,29.0,0.0,3
48.0,32.0,0.0,3
48.0,41.0,0.0,3
48.0,55.0,0.0,3
48.0,59.0,0.0,3
49.0,6.0,0.0,3
49.0,8.0,0.0,3
49.0,9.0,0.0,3
49.0,28.0,0.0,3
49.0,30.0,0.0,3
49.0,41.0,0.0,3
49.0,45.0,0.0,3
49.0,55.0,0.0,3
49.0,63.0,0.0,3
50.0,5.0,0.0,3
50.0,13.0,0.0,3
50.0,31.0,0.0,3
50.0,41.0,0.0,3
50.0,44.0,0.0,3
50.0,46.0,0.0,3
50.0,55.0,0.0,3
50.0,62.0,0.0,3
50.0,64.0,0.0,3
51.0,34.0,0.0,3
51.0,43.0,0.0,3
51.0,56.0,0.0,3
52.0,3.0,0.0,3
52.0,4.0,0.0,3
52.0,33.0,0.0,3
52.0,35.0,0.0,3
52.0,42.0,0.0,3
52.0,55.0,0.0,3
52.0,57.0,0.0,3
53.0,14.0,0.0,3
53.0,41.0,0.0,3
53.0,45.0,0.0,3
54.0,13.0,0.0,3
54.0,15.0,0.0,3
54.0,19.0,0.0,3
54.0,33.0,0.0,3
54.0,40.0,0.0,3
54.0,66.0,0.0,3
55.0,9.0,0.0,3
55.0,18.0,0.0,3
55.0,20.0,0.0,3
55.0,37.0,0.0,3
55.0,45.0,0.0,3
55.0,46.0,0.0,3
55.0,50.0,0.0,3
55.0,65.0,0.0,3
55.0,67.0,0.0,3
55.0,68.0,0.0,3
56.0,8.0,0.0,3
56.0,10.0,0.0,3
56.0,21.0,0.0,3
56.0,36.0,0.0,3
56.0,38.0,0.0,3
56.0,47.0,0.0,3
56.0,49.0,0.0,3
56.0,51.0,0.0,3
57.0,11.0,0.0,3
57.0,35.0,0.0,3
57.0,65.0,0.0,3
58.0,10.0,0.0,3
58.0,12.0,0.0,3
58.0,13.0,0.0,3
58.0,34.0,0.0,3
58.0,38.0,0.0,3
58.0,51.0,0.0,3
58.0,53.0,0.0,3
59.0,9.0,0.0,3
59.0,25.0,0.0,3
59.0,37.0,0.0,3
59.0,39.0,0.0,3
59.0,50.0,0.0,3
59.0,52.0,0.0,3
59.0,54.0,0.0,3
60.0,8.0,0.0,3
60.0,13.0,0.0,3
60.0,14.0,0.0,3
60.0,24.0,0.0,3
60.0,26.0,0.0,3
60.0,27.0,0.0,3
60.0,33.0,0.0,3
60.0,34.0,0.0,3
60.0,41.0,0.0,3
60.0,45.0,0.0,3
60.0,47.0,0.0,3
60.0,55.0,0.0,3
61.0,7.0,0.0,3
61.0,15.0,0.0,3
61.0,27.0,0.0,3
61.0,39.0,0.0,3
61.0,40.0,0.0,3
61.0,41.0,0.0,3
61.0,46.0,0.0,3
61.0,48.0,0.0,3
61.0,55.0,0.0,3
62.0,24.0,0.0,3
62.0,27.0,0.0,3
62.0,30.0,0.0,3
62.0,37.0,0.0,3
62.0,41.0,0.0,3
62.0,44.0,0.0,3
62.0,49.0,0.0,3
62.0,51.0,0.0,3
62.0,53.0,0.0,3
62.0,58.0,0.0,3
62.0,60.0,0.0,3
62.0,64.0,0.0,3
63.0,5.0,0.0,3
63.0,7.0,0.0,3
63.0,28.0,0.0,3
63.0,31.0,0.0,3
63.0,36.0,0.0,3
63.0,43.0,0.0,3
63.0,54.0,0.0,3
63.0,57.0,0.0,3
63.0,59.0,0.0,3
63.0,61.0,0.0,3
63.0,63.0,0.0,3
63.0,65.0,0.0,3
64.0,4.0,0.0,3
64.0,6.0,0.0,3
64.0,24.0,0.0,3
64.0,25.0,0.0,3
64.0,26.0,0.0,3
64.0,35.0,0.0,3
64.0,37.0,0.0,3
64.0,54.0,0.0,3
64.0,56.0,0.0,3
64.0,62.0,0.0,3
64.0,66.0,0.0,3
65.0,13.0,0.0,3
65.0,23.0,0.0,3
65.0,38.0,0.0,3
65.0,40.0,0.0,3
65.0,45.0,0.0,3
65.0,46.0,0.0,3
65.0,48.0,0.0,3
65.0,63.0,0.0,3
66.0,4.0,0.0,3
66.0,12.0,0.0,3
66.0,15.0,0.0,3
66.0,17.0,0.0,3
66.0,26.0,0.0,3
66.0,27.0,0.0,3
66.0,32.0,0.0,3
66.0,36.0,0.0,3
66.0,39.0,0.0,3
66.0,41.0,0.0,3
66.0,46.0,0.0,3
66.0,54.0,0.0,3
67.0,16.0,0.0,3
67.0,18.0,0.0,3
67.0,23.0,0.0,3
67.0,32.0,0.0,3
67.0,59.0,0.0,3
68.0,14.0,0.0,3
68.0,41.0,0.0,3
1.0,40.0,0.0,3
1.0,44.0,0.0,3
1.0,56.0,0.0,3
1.0,61.0,0.0,3
1.0,65.0,0.0,3
2.0,41.0,0.0,3
2.0,44.0,0.0,3
2.0,56.0,0.0,3
2.0,62.0,0.0,3
2.0,66.0,0.0,3
3.0,55.0,0.0,3
3.0,66.0,0.0,3
4.0,52.0,0.0,3
5.0,38.0,0.0,3
5.0,50.0,0.0,3
5.0,52.0,0.0,3
5.0,63.0,0.0,3
6.0,34.0,0.0,3
6.0,39.0,0.0,3
6.0,64.0,0.0,3
7.0,37.0,0.0,3
7.0,41.0,0.0,3
7.0,47.0,0.0,3
7.0,64.0,0.0,3
8.0,34.0,0.0,3
8.0,42.0,0.0,3
8.0,50.0,0.0,3
8.0,52.0,0.0,3
8.0,58.0,0.0,3
8.0,62.0,0.0,3
9.0,35.0,0.0,3
9.0,59.0,0.0,3
9.0,61.0,0.0,3
10.0,37.0,0.0,3
10.0,43.0,0.0,3
10.0,46.0,0.0,3
10.0,52.0,0.0,3
10.0,57.0,0.0,3
11.0,34.0,0.0,3
11.0,36.0,0.0,3
11.0,43.0,0.0,3
11.0,47.0,0.0,3
11.0,58.0,0.0,3
11.0,60.0,0.0,3
11.0,64.0,0.0,3
12.0,39.0,0.0,3
12.0,42.0,0.0,3
12.0,45.0,0.0,3
12.0,51.0,0.0,3
12.0,58.0,0.0,3
13.0,42.0,0.0,3
13.0,58.0,0.0,3
13.0,61.0,0.0,3
13.0,64.0,0.0,3
14.0,51.0,0.0,3
15.0,37.0,0.0,3
15.0,46.0,0.0,3
15.0,52.0,0.0,3
15.0,57.0,0.0,3
15.0,59.0,0.0,3
15.0,62.0,0.0,3
15.0,66.0,0.0,3
16.0,34.0,0.0,3
16.0,53.0,0.0,3
16.0,57.0,0.0,3
16.0,60.0,0.0,3
16.0,61.0,0.0,3
16.0,67.0,0.0,3
17.0,35.0,0.0,3
17.0,40.0,0.0,3
17.0,44.0,0.0,3
17.0,51.0,0.0,3
17.0,58.0,0.0,3
18.0,41.0,0.0,3
18.0,43.0,0.0,3
18.0,52.0,0.0,3
18.0,59.0,0.0,3
19.0,43.0,0.0,3
20.0,34.0,0.0,3
20.0,42.0,0.0,3
20.0,49.0,0.0,3
20.0,62.0,0.0,3
21.0,37.0,0.0,3
21.0,50.0,0.0,3
21.0,55.0,0.0,3
21.0,63.0,0.0,3
22.0,48.0,0.0,3
22.0,61.0,0.0,3
23.0,37.0,0.0,3
23.0,40.0,0.0,3
23.0,43.0,0.0,3
23.0,49.0,0.0,3
23.0,62.0,0.0,3
24.0,34.0,0.0,3
24.0,54.0,0.0,3
24.0,66.0,0.0,3
25.0,36.0,0.0,3
25.0,51.0,0.0,3
25.0,59.0,0.0,3
25.0,67.0,0.0,3
26.0,37.0,0.0,3
26.0,45.0,0.0,3
26.0,52.0,0.0,3
26.0,60.0,0.0,3
27.0,37.0,0.0,3
27.0,46.0,0.0,3
27.0,56.0,0.0,3
27.0,66.0,0.0,3
28.0,38.0,0.0,3
28.0,47.0,0.0,3
28.0,53.0,0.0,3
28.0,59.0,0.0,3
28.0,63.0,0.0,3
29.0,38.0,0.0,3
29.0,46.0,0.0,3
29.0,48.0,0.0,3
29.0,60.0,0.0,3
29.0,62.0,0.0,3
29.0,64.0,0.0,3
30.0,40.0,0.0,3
30.0,51.0,0.0,3
30.0,54.0,0.0,3
30.0,65.0,0.0,3
31.0,38.0,0.0,3
31.0,44.0,0.0,3
31.0,47.0,0.0,3
31.0,50.0,0.0,3
31.0,65.0,0.0,3
32.0,39.0,0.0,3
32.0,48.0,0.0,3
32.0,54.0,0.0,3
32.0,61.0,0.0,3
33.0,39.0,0.0,3
33.0,48.0,0.0,3
33.0,55.0,0.0,3
35.0,36.0,0.0,3
35.0,58.0,0.0,3
36.0,47.0,0.0,3
36.0,52.0,0.0,3
36.0,59.0,0.0,3
37.0,40.0,0.0,3
37.0,52.0,0.0,3
37.0,59.0,0.0,3
37.0,64.0,0.0,3
38.0,40.0,0.0,3
38.0,46.0,0.0,3
38.0,52.0,0.0,3
38.0,59.0,0.0,3
39.0,34.0,0.0,3
39.0,46.0,0.0,3
39.0,52.0,0.0,3
40.0,46.0,0.0,3
40.0,52.0,0.0,3
40.0,58.0,0.0,3
41.0,40.0,0.0,3
41.0,52.0,0.0,3
42.0,40.0,0.0,3
42.0,53.0,0.0,3
42.0,57.0,0.0,3
43.0,41.0,0.0,3
43.0,43.0,0.0,3
43.0,64.0,0.0,3
44.0,44.0,0.0,3
44.0,48.0,0.0,3
44.0,64.0,0.0,3
45.0,56.0,0.0,3
45.0,65.0,0.0,3
46.0,43.0,0.0,3
46.0,57.0,0.0,3
47.0,50.0,0.0,3
47.0,58.0,0.0,3
48.0,40.0,0.0,3
48.0,50.0,0.0,3
48.0,54.0,0.0,3
48.0,58.0,0.0,3
49.0,40.0,0.0,3
49.0,51.0,0.0,3
49.0,54.0,0.0,3
49.0,59.0,0.0,3
50.0,40.0,0.0,3
50.0,54.0,0.0,3
50.0,61.0,0.0,3
51.0,61.0,0.0,3
52.0,54.0,0.0,3
52.0,62.0,0.0,3
53.0,54.0,0.0,3
54.0,39.0,0.0,3
54.0,55.0,0.0,3
55.0,39.0,0.0,3
55.0,64.0,0.0,3
56.0,40.0,0.0,3
56.0,48.0,0.0,3
56.0,64.0,0.0,3
57.0,42.0,0.0,3
57.0,48.0,0.0,3
57.0,64.0,0.0,3
58.0,43.0,0.0,3
58.0,49.0,0.0,3
58.0,65.0,0.0,3
59.0,44.0,0.0,3
59.0,49.0,0.0,3
60.0,44.0,0.0,3
60.0,49.0,0.0,3
61.0,50.0,0.0,3
61.0,54.0,0.0,3
62.0,50.0,0.0,3
63.0,34.0,0.0,3
63.0,42.0,0.0,3
63.0,50.0,0.0,3
64.0,34.0,0.0,3
64.0,42.0,0.0,3
64.0,51.0,0.0,3
64.0,53.0,0.0,3
65.0,53.0,0.0,3
65.0,57.0,0.0,3
66.0,53.0,0.0,3
66.0,58.0,0.0,3
67.0,38.0,0.0,3
67.0,54.0,0.0,3
67.0,58.0,0.0,3
68.0,35.0,0.0,3
68.0,39.0,0.0,3
68.0,58.0,0.0,3
1.0,32.0,0.0,3
2.0,16.0,0.0,3
2.0,20.0,0.0,3
2.0,21.0,0.0,3
2.0,32.0,0.0,3
2.0,36.0,0.0,3
3.0,16.0,0.0,3
3.0,31.0,0.0,3
3.0,32.0,0.0,3
3.0,36.0,0.0,3
4.0,16.0,0.0,3
4.0,27.0,0.0,3
4.0,30.0,0.0,3
4.0,31.0,0.0,3
4.0,32.0,0.0,3
5.0,16.0,0.0,3
5.0,27.0,0.0,3
5.0,30.0,0.0,3
5.0,31.0,0.0,3
5.0,32.0,0.0,3
6.0,16.0,0.0,3
6.0,27.0,0.0,3
6.0,30.0,0.0,3
6.0,32.0,0.0,3
7.0,16.0,0.0,3
7.0,21.0,0.0,3
7.0,24.0,0.0,3
8.0,15.0,0.0,3
8.0,16.0,0.0,3
8.0,21.0,0.0,3
9.0,14.0,0.0,3
9.0,15.0,0.0,3
9.0,16.0,0.0,3
10.0,15.0,0.0,3
10.0,16.0,0.0,3
10.0,32.0,0.0,3
11.0,31.0,0.0,3
12.0,27.0,0.0,3
14.0,13.0,0.0,3
15.0,13.0,0.0,3
16.0,12.0,0.0,3
16.0,13.0,0.0,3
17.0,12.0,0.0,3
17.0,13.0,0.0,3
18.0,11.0,0.0,3
18.0,12.0,0.0,3
18.0,13.0,0.0,3
18.0,35.0,0.0,3
19.0,10.0,0.0,3
19.0,11.0,0.0,3
19.0,12.0,0.0,3
19.0,13.0,0.0,3
19.0,28.0,0.0,3
19.0,38.0,0.0,3
20.0,10.0,0.0,3
20.0,11.0,0.0,3
20.0,12.0,0.0,3
20.0,13.0,0.0,3
20.0,28.0,0.0,3
21.0,10.0,0.0,3
21.0,11.0,0.0,3
21.0,12.0,0.0,3
21.0,13.0,0.0,3
21.0,34.0,0.0,3
22.0,11.0,0.0,3
22.0,12.0,0.0,3
23.0,12.0,0.0,3
24.0,12.0,0.0,3
26.0,21.0,0.0,3
26.0,22.0,0.0,3
26.0,35.0,0.0,3
27.0,19.0,0.0,3
27.0,21.0,0.0,3
27.0,25.0,0.0,3
27.0,34.0,0.0,3
27.0,35.0,0.0,3
28.0,12.0,0.0,3
28.0,18.0,0.0,3
28.0,34.0,0.0,3
28.0,35.0,0.0,3
29.0,34.0,0.0,3
29.0,35.0,0.0,3
30.0,17.0,0.0,3
30.0,33.0,0.0,3
30.0,34.0,0.0,3
30.0,35.0,0.0,3
31.0,15.0,0.0,3
31.0,16.0,0.0,3
31.0,17.0,0.0,3
31.0,26.0,0.0,3
31.0,32.0,0.0,3
31.0,33.0,0.0,3
31.0,34.0,0.0,3
31.0,35.0,0.0,3
32.0,12.0,0.0,3
32.0,15.0,0.0,3
32.0,17.0,0.0,3
32.0,25.0,0.0,3
32.0,26.0,0.0,3
32.0,31.0,0.0,3
32.0,32.0,0.0,3
33.0,12.0,0.0,3
33.0,17.0,0.0,3
33.0,24.0,0.0,3
33.0,25.0,0.0,3
33.0,26.0,0.0,3
33.0,31.0,0.0,3
33.0,32.0,0.0,3
33.0,36.0,0.0,3
35.0,35.0,0.0,4
